id_sch,name,address,dcode,dname,type,tel,fax,url,num_stu,room,teacher,lat,lng
3110014411,โรงเรียนวัดศรีสุก (แย้มเยื้อนอุปถัมภ์),1400 ถนนไมตรีจิต แขวงสามวาตะวันออกเขตคลองสามวา กรุงเทพมหานคร 10510,1046,คลองสามวา,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2988 6143,-,www.iiiblog.com/watsrisukschool/index.html,324,10,16,13.91862555,100.7917457
3110014412,โรงเรียนวัดสุขใจ,11 แขวงทรายกองดินใต้ เขตคลองสามวา กรุงเทพมหานคร 10510,1046,คลองสามวา,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2906 1632,-,www.watsukjai.ac.th/,178,8,10,13.87188467,100.773791
3110014413,โรงเรียนวัดสุทธิสะอาด,140 ถ.นิมิตรใหม่ แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10510,1046,คลองสามวา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2915 6511,-,http://watsuttisa-ard.ac.th/mainpage,690,24,39,13.87746144,100.7321748
3110014414,โรงเรียนสุเหร่าเกาะขุนเณร,35 ถนนประชาร่วมใจ แขวงทรายกองดินใต้ เขตคลองสามวา กทม 10510,1046,คลองสามวา,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2543 7042,-,facebook.com/suraokohkhunnen/,123,8,8,13.85534667,100.7859498
3110014415,โรงเรียนสุเหร่าคลองสี่,555 ถนนไมตรีจิต แขวงสามวาตะวันออก เขตคลองสามวา กทม 10510,1046,คลองสามวา,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2989 7244,-,www.bmaschool.net/suraoklongse/,179,8,11,13.91266451,100.7701413
3110014416,โรงเรียนสุเหร่าคลองหนึ่ง (มานะราษฎร์บำรุง),607 ถนน สุเหร่าคลองหนึ่ง แขวงบางชัน เขตคลองสามวา,1046,คลองสามวา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2175 3076,-,facebook.com/suraoklong1/,803,32,39,13.84240881,100.710538
3110014417,โรงเรียนสุเหร่าสามวา,1/1 หมู่ 1 ซอย นิมิตใหม่ 57 แขวง สามวาตะวันตก เขต คลองสามวา,1046,คลองสามวา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),-,-,facebook.com/โรงเรียนสุเหร่าสามวา-209495739116494/,487,16,26,13.90650368,100.7280882
3110014418,โรงเรียนสุเหร่าแสนแสบ,95 ถนนประชาร่วมใจ แขวงทรายกองดินใต้ เขตคลองสามวา กรุงเทพมหานคร 10510,1046,คลองสามวา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2543 7322,0 2543 7322,www.suraosansaeb.ac.th/,678,22,38,13.82564275,100.7514641
3110014501,โรงเรียนวัดธาตุทอง (เรือนเขียวสะอาด),1325 ถ.สุขุมวิท แขวงพระโขนง เขตวัฒนา,1039,วัฒนา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),-,-,-,923,30,44,13.71966032,100.5866516
3110024503,โรงเรียนสุเหร่าบ้านดอน,84 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,1039,วัฒนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2392 0530,0 2392 0530,www.suraobandon.ac.th/,173,11,17,13.74314893,100.5802351
3110024502,โรงเรียนวิจิตรวิทยา,170 ซอยเอกมัย 30 แขวงคลองคันเหนือ คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,1039,วัฒนา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2392 1570,-,www.vijitwittaya.ac.th/,441,20,22,13.74019675,100.5937246
3110014504,โรงเรียนสุเหร่าบางมะเขือ (ปรีดี พนมยงค์ อนุสรณ์),ห้องสมุด ซอยปรีดีพนมยงค์ 4 ถนนสุขุมวิท 71 แขวงพระโขนงเหนือ เขตวัฒนา กทม 10110,1039,วัฒนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2715 3705,-,facebook.com/suro.bmk,261,13,17,13.71539995,100.5969318
3110014505,โรงเรียนสุเหร่าสามอิน,780 ถนนปรีดีพนมยงค์ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,1039,วัฒนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2392 1571,-,www.suraosam-in.com/,508,17,27,13.72791473,100.5962028
3110014506,โรงเรียนวัดภาษี,33/4 ซอยเอกมัย 23 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กทม 10110,1039,วัฒนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2392 5534,-,www.oocities.org/watpasee/,387,16,20,13.74171136,100.5887324
3110014507,โรงเรียนแจ่มจันทร์,4/44 ซอยแจ่มจันทร์ ถนนเอกมัย 21 แขวงคลองตันเหนือ เขตวัฒนา กทม 10110,1039,วัฒนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2392 0553,-,https://sites.google.com/site/chamchanschool/prawati-rongreiyn-1,253,13,17,13.73916888,100.5877167
3110014508,โรงเรียนสวัสดีวิทยา,35/10 แขวงคลองเตยเหนือ เขตวัฒนา กทม. 10110,1039,วัฒนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2261 1913,0 2261 1913,http://swd3510.com/,599,22,26,13.73980307,100.5662781
3110014601,โรงเรียนบางแค (เนื่องสังวาลย์อนุสรณ์),1087 ซอยเพชรเกษม 51 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2413 1682,-,www.bangkhae-nsw.ac.th/,568,22,31,13.70728044,100.4004812
3110024602,โรงเรียนวัดบุณยประดิษฐ์,526 ซอย 11 ถนนพุทธมณฑลสาย 2 แขวงบางไผ่ เขตบางแค กรุงเทพ 10160,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2413 2937,0 2413 2937,www.boonyapradit.com/,730,27,40,13.73039836,100.3887175
3110024603,โรงเรียนคลองหนองใหญ่,1508 ซอยกาญจนาภิเษก 008 ถนนกาญจนาภิเษก แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2413 2939,-,www.bangkok.go.th/klongnongyai,1204,38,62,13.68979093,100.4175091
3110014604,โรงเรียนเพชรเกษม (จตุรงค์สงครามอนุสรณ์),53 ซอย 65 ถนนเพชรเกษม แขวงหลักสอง เขตบางแค กทม 10160,1040,บางแค,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2421 1134,-,www.pkschool.ac.th/,454,18,27,13.7044497,100.3846539
3110014605,โรงเรียนวัดศาลาแดง,4 หมู่ 6 ถนนบางแวก แขวงบางไผ่ เขตบางแค กทม 10160,1040,บางแค,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2421 0681,-,facebook.com/โรงเรียนวัดศาลาแดง-สำนักงานเขตบางแค-Watsaladaeng-School-1558073461076623/,666,23,36,13.74932773,100.3545939
3110014606,โรงเรียนบางไผ่ (บ้านนายพันแก้วขาว),9 หมู่ 10 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร 10160,1040,บางแค,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2410 3455,0 2410 3455,http://school.bangkok.go.th/bangphi/,117,8,13,13.74070986,100.4036109
3110014607,โรงเรียนบางเชือกหนัง (พูนบำเพ็ญอนุสรณ์),หมู่ 7 ซอยวัฒนเสวี ถนนบางแวก แขวงบางไผ่ เขตบางแค กทม 10160,1040,บางแค,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2448 2526,-,facebook.com/BangcheuknangSchool/,302,12,20,13.75137412,100.3897196
3110014608,โรงเรียนวัดพรหมสุวรรณสามัคคี,31 ซอยอัสสัมชัญ 25 ถนนเพชรเกษม แขวงบางไผ่ เขตบางแค กทม 10160,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2421 0015,0 2421 5996,facebook.com/โรงเรียนวัดพรหมสุวรรณสามัคคี-668589536554796/,694,23,36,13.72966602,100.3676856
3110014609,โรงเรียนบางแคเหนือ,21 ซอย 76/1 ถนนเพชรเกษม แขวงบางแคเหนือ เขตบางแค กทม 10160,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2413 0027,-,facebook.com/people/กิจกรรม-โรงเรียนบางแคเหนือ/100002575464116,606,27,38,13.71151992,100.4132197
3110014610,โรงเรียนวัดม่วง,847 หมู่2 ซ.เพชรเกษม63 ถ.เพชรเกษม แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2413 1490,-,http://watmuangschool.blogspot.com/,887,32,46,13.69360006,100.3930315
3110024611,โรงเรียนวัดราษฎร์บำรุง (งามศิริวิทยาคาร),205 ถ.เพชรเกษม 69 แขวงหลักสอง เขตบางแค กรุงเทพ,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2421 0166,0 2421 0166,www.wrbschool.com/,1021,36,55,13.70145895,100.3795419
3110014612,โรงเรียนหมู่บ้านเศรษฐกิจ (พุ่มประดับราษฎรสามัคคี),51 ถนนทางเข้าหมู่บ้านเศรษฐกิจ แขวงบางแคเหนือ เขตบางแค กทม 10160,1040,บางแค,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2421 0110,0 2421 9295,facebook.com/โรงเรียนหมู่บ้านเศรษฐกิจ-พุ่มประดับราษฎร์สามัคคี-1010424352419905/,986,33,47,13.7153353,100.3746484
3110014701,โรงเรียนวัดบางนาใน,200 ซอยวัดบางนาใน ถ.สุขุมวิท แขวงบางนา เขตบางนา กรุงเทพ 10260,1047,บางนา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2393 1646,-,www.nanai.ac.th/,531,22,33,13.67117006,100.6041855
3110014702,โรงเรียนวัดบางนานอก,16/1 ถ.สรรพาวุธ แขวงบางนา เขตบางนา กรุงเทพ 10260,1047,บางนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2173 4985,0 2173 4985,www.watbangnanokschool.ac.th/,226,8,17,13.67624608,100.5879596
3110014703,โรงเรียนผ่องพลอยอนุสรณ์,17 ซอยลาซาล 55 ถ.สุขุมวิท 105 แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,1047,บางนา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2393 4062,0 2393 4062,www.pongployanusorn.com/,1056,36,58,13.6614296,100.6299641
3110024704,โรงเรียนรุ่งเรืองอุปถัมภ์,122 ซอย 103/1-2 ถนนสุขุมวิท แขวงบางนา เขตบางนา กรุงเทพมหานคร 10270,1047,บางนา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2393 0709,-,www.rung-bn.com/,762,22,35,13.67703366,100.6115742
3110014705,โรงเรียนอำนวยกนกศิริอนุสรณ์,1007/7 หมู่บ้านพึ่งทรัพย์ ซอยพึ่งทรัพย์ ถนนอุดมสุข แขวงบางนา เขตบางนา กทม 10260,1047,บางนา,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2383 8821,-,facebook.com/amnauykanok,524,22,29,13.67526685,100.6191514
3110014706,โรงเรียนศรีเอี่ยมอนุสรณ์,11 ซอย บางนา-ตราด 33 แขวงบางนา เขตบางนา กรุงเทพมหานคร์ 10260,1047,บางนา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2397 3579,0 2397 3579,www.srieam.com/,2041,59,97,13.66774694,100.6437896
3110024707,โรงเรียนเพี้ยนพินอนุสรณ์,595 ซอยจ่าโสด ถนนสุขุมวิท แขวงบางนา เขตบางนา กทม 10260,1047,บางนา,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2393 5966,-,http://school.bangkok.go.th/pianpin/,858,33,43,13.6644675,100.5979007
3110024801,โรงเรียนบ้านนายเหรียญ,18 หมู่ 11 ซอย 3 ถนนบางบอน แขวงบางบอน เขตบางบอน กทม 10150,1050,บางบอน,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2445 5415,0 2445 5937,facebook.com/bannairian,710,27,38,13.66887852,100.3780394
3110014802,โรงเรียนบ้านนายผล (แม้นสุวรรณอุปถัมภ์),36 ถนนบางบอน 5 ซอย 3 แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,1050,บางบอน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2450 3664,-,www.bannaipol.org/new/index.php,447,16,23,13.64326109,100.35639
3110012801,โรงเรียนวัดอาวุธวิกสิตาราม,139 ซอย 72 ถนนจรัญสนิทวงศ์ แขวงบางพลัด เขตบางพลัด กทม 10700,1025,บางพลัด,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 1249,-,http://school.bangkok.go.th/watawut/,92,8,11,13.79035421,100.5062942
3110012802,โรงเรียนวัดพระยาศิริไอยสวรรค์,482/12 ซอยอรุณอมรินทร์ 36 แขวงบางยี่ขัน เขตบางพลัด กรุงเทพมหานคร 10700,1025,บางพลัด,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 0417,0 2424 0417,http://schoolweb.eduzones.com/prayasiriaisawan/,72,8,10,13.76901957,100.4932194
3110012803,โรงเรียนวัดเปาโรหิตย์,396 ซ.จรัญสนิทวงศ์ 62 แขวงบางยี่ขัน เขตบางพลัด กทม. 10700,1025,บางพลัด,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2424 1374,0 2424 1374,http://school.bangkok.go.th/paorohit/,157,8,11,13.78017171,100.4951215
3110012804,โรงเรียนวัดเทพากร (เลี่ยมมาตุทิศ),583 ซ.จรัญสนิทวงศ์ 68 แขวงบางพลัด เขตบางพลัด,1025,บางพลัด,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 4089,-,www.tpk.ac.th/,79,8,10,13.78648972,100.5026254
3110012805,โรงเรียนวัดฉัตรแก้วจงกลณี,110 ถนนจรัญสนิทวงศ์ 94 แขวงบางอ้อ เขตบางพลัด กทม 10700,1025,บางพลัด,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 3321,-,http://203.155.220.242/watchatkaew/,104,8,10,13.80188014,100.5135271
3110012806,โรงเรียนวัดวิมุตยาราม,13 ซ.จรัญสนิทวงศ์ 98 แขวงบางอ้อ เขตบางพลัด,1025,บางพลัด,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2424 1025,-,http://schoolweb.eduzones.com/watwimuttayaram/,325,15,18,13.81086735,100.5146488
3110012807,โรงเรียนวัดบางพลัด (ป.สุวณ.โณ),821 ซอยจรัญสนิทวงศ์79 ถนนจรัญสนิทวงศ์ แขวงบางพลัด เขตบางพลัด กรุงเทพมหานคร 10700,1025,บางพลัด,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2424 2460,0 2434 3268,http://wbpsoi79.wixsite.com/wbpschool79,363,16,25,13.79259867,100.4984562
3110012808,โรงเรียนวัดคฤหบดี,707 ซอยจรัลสนิทวงศ์ 44 แขวงบางยี่ขัน เขตบางพลัด กรุงเทพมหานคร 10700,1025,บางพลัด,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 4086,-,http://schoolweb.eduzones.com/karuhabodee/index.php?page=index,61,8,11,13.77235201,100.4967087
3110012809,โรงเรียนวัดรวก,1158 ซ.วัดรวก จรัญสนิทวงศ์ 57 แขวงบางบำหรุ เขตบางพลัด,1025,บางพลัด,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2424 2461,-,http://watruakschool.esy.es/,321,19,21,13.78131215,100.4844281
3110012810,โรงเรียนวัดสามัคคีสุทธาวาส,510 ซ.จรัญสนิทวงศ์85 แขวงบางอ้อ เขตบางพลัด,1025,บางพลัด,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2424 0200,0 2424 0200,https://watsamakkeesuttawasschool.wordpress.com/,219,8,14,13.79739327,100.5022882
3110012901,โรงเรียนวัดไก่เตี้ย (สวัสดิ์ประชานุกูล),23 ถนนชัยพฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 9516,0 2424 9516,facebook.com/WKTSchool/,52,8,10,13.78494222,100.4654633
3110012902,โรงเรียนวัดชัยพฤกษมาลา,484 ถ.ชัยฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170,1019,ตลิ่งชัน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2435 9511,-,https://sites.google.com/site/chaiyaphruckschool/,279,11,20,13.79423343,100.4672139
3110012903,โรงเรียนชุมทางตลิ่งชัน,291 หมู่ 11 ถ.สวนผัก แขวงตลิ่งชัน เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2448 4912,-,facebook.com/chumthangschool/,165,9,16,13.79571884,100.4376532
3110022904,โรงเรียนฉิมพลี,218 แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170,1019,ตลิ่งชัน,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2448 4900,0 2884 4160,www.chimpleeschool.com/,722,27,39,13.79112508,100.4129852
3110012905,โรงเรียนวัดทอง (อุดมศิลปวิทยาคาร),23 หมู่ 10 ถนนบรมราชชนนี แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2412 9791,0 2887 6040,http://school.bangkok.go.th/watthongudom/school.html,36,8,10,13.77434986,100.4421745
3110012906,โรงเรียนวัดมะกอก (วิสุทธิวิทยาคาร),24 หมู่ 8 แขวงบางระมาด เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2887 8223,-,-,81,8,9,13.77553499,100.4280592
3110012907,โรงเรียนวัดโพธิ์ (ราษฎร์ผดุงผล),9/2 หมู่ 1 ถนนพุทธมณฑลสาย 1 แขวงบางระมาด เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2448 6113,0 2448 6113,www.watphoschool.com/,523,20,25,13.76938676,100.4267178
3110012908,โรงเรียนวัดอินทราวาส,6 หมู่ 22 แขวงบางระมาด เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2418 4076,-,http://watinsc.com/,433,15,22,13.75921538,100.4332499
3110012909,โรงเรียนวัดปากน้ำฝั่งเหนือ,942/2 แขวงคลองชักพระ เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2410 7805,0 2410 7805,www.watpaknamfangnuaschool.ac.th/,214,9,14,13.74402202,100.4590684
3110012911,โรงเรียนวัดเกาะ,168 ม.9 แขวงบางเชือกหนัง เขตตลิ่งชัน กรุงเทพฯ 10170,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2410 7806,0 2410 7806,http://203.155.220.242/watkoh/,56,8,10,13.74261969,100.4562116
3110012912,โรงเรียนวัดพิกุล,2 หมู่ 5 แขวงบางเชือกหนัง เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2410 1638,0 2410 1638,http://school.bangkok.go.th/watpikul/,54,8,10,13.74140014,100.4329196
3110012913,โรงเรียนวัดกระโจมทอง,14 หมู่ 6 ถ.จรัญสนิทวงศ์ 35 แขวงบางพรม เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2410 7938,0 2410 7938,facebook.com/profile.php?id=100003958075936&lst=1779355949%3A100003958075936%3A1488955732,112,8,12,13.74770538,100.4429822
3110012910,โรงเรียนวัดประสาท,30 หมู่ 1 ถนนจรัญสนิทวงศ์ แขวงบางพรม เขตตลิ่งชัน กทม 10170,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2418 4149,-,facebook.com/watprasat,83,8,9,13.75822561,100.4494646
3110012914,โรงเรียนวัดรัชฎาธิฐาน,692 แขวงคลองชักพระ เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2412 4020,0 2412 4020,www.ratchadatitan.com/,354,16,20,13.759051,100.4535943
3110012915,โรงเรียนวัดตลิ่งชัน (ปิ่นทองสัณฐาคาร),300 ถ.ชักพระ แขวงคลองชักพระ เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 7044,0 2424 7044,http://schoolweb.eduzones.com/WattalingchanSchool/,179,8,13,13.77902726,100.456853
3110012916,โรงเรียนวัดช่างเหล็ก,430/1 ซอยวัดช่างเหล็ก ถ.ฉิมพลี แขวงคลองชักพระ เขตตลิ่งชัน,1019,ตลิ่งชัน,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2424 7045,-,facebook.com/watchanglek.bkk/,102,8,11,13.77413881,100.4534655
3110013001,โรงเรียนวัดราชสิทธาราม,94 ซ.อิสรภาพ 21 ถ.อิสรภาพ แขวงวัดท่าพระ เขตบางกอกใหญ่ กทม.,1016,บางกอกใหญ่,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2466 1253,-,facebook.com/rachasittharam,299,13,19,13.73579488,100.4850196
3110013002,โรงเรียนวัดท่าพระ,30 ซอยจรัญสนิทวงศ์ 4 ถนนจรัญสนิทวงศ์ เขตบางกอกใหญ่,1016,บางกอกใหญ่,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2467 0595,-,facebook.com/watthapraschool.page/,427,20,28,13.73347258,100.4728085
3110013003,โรงเรียนวัดประดู่ฉิมพลี,1162 ริมคลองบางกอกใหญ่ ซ.เพชรเกษม 15 แขวงวัดท่าพระ แขวงวัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600,1016,บางกอกใหญ่,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2467 1972,-,facebook.com/pradoochimplee,152,8,12,13.72411154,100.4691163
3110013004,โรงเรียนวัดใหม่พิเรนทร์,611 ถนนอิสรภาพ แขวงวัดอรุณ เขตบางกอกใหญ่,1016,บางกอกใหญ่,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2465 0585,0 2891 1277,facebook.com/watmaipirenschool/,66,8,10,13.74117183,100.4822701
3110013005,โรงเรียนวัดดีดวด,116/13 ซอยจรัญฯ 12 (ซอยวัดดีดวด) แขวงวัดท่าพระ เขตบางกอกใหญ่,1016,บางกอกใหญ่,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2411 2113,-,facebook.com/watdeeduadschool,66,9,10,13.74123452,100.4748266
3110013006,โรงเรียนวัดนาคกลาง,761 ซอยอิสรภาพ 42 (ซอยทวีธาภิเศก) แขวงวัดอรุณเขตบางกอกใหญ่,1016,บางกอกใหญ่,โรงเรียนขนาดเล็ก  (จำนวนนักเรียนตั้งแต่ 1-400 คน),0 2465 0583,-,facebook.com/people/โรงเรียนวัดนาคกลาง-สำนักงานเขตบางกอกใหญ่/100004329363684,55,8,10,13.74592511,100.48402
3110014803,โรงเรียนบ้านนายสี,18 เอกชัย ซอย 100 แขวงบางบอน เขตบางบอน กรุงเทพฯ,1050,บางบอน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2415 7301,-,www.bannaisee.net/newweb/index.php,414,16,25,13.66379802,100.3990407
3110014804,โรงเรียน วัดบางบอน (พิมพ์ จันแต้อุปถัมภ์),33/1 หมู่ 3 ซอย 119 ถนนเอกชัย แขวงบางบอน เขตบางบอน กทม 10150,1050,บางบอน,โรงเรียนขนาดใหญ่  (จำนวนนักเรียนตั้งแต่ 801 คนขึ้นไป),0 2415 2382,-,facebook.com/hrusystem,920,38,53,13.64203713,100.3800095
3110014805,โรงเรียนพรหมราษฎร์รังสรรค์,711 ถนนพรหมราษฎร์ แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,1050,บางบอน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2453 0591,0 2453 0306,http://promrachschool.org/index.php,572,22,27,13.64221957,100.3958909
3110014806,โรงเรียนสถานีพรมแดน,133 ถ.พรมแดน แขวงบางบอน เขตบางบอน กทม. 10150,1050,บางบอน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2453 0013,0 2453 0013,http://schoolweb.eduzones.com/promdan/,269,9,13,13.62421673,100.3804976
3110014807,โรงเรียนวัดนินสุขาราม,6 ซอย 3 ถนนกาญจนาภิเษก แขวงบางบอน เขตบางบอน กทม 10150,1050,บางบอน,โรงเรียนขนาดกลาง  (จำนวนนักเรียนตั้งแต่ 401-800 คน),0 2415 1709,-,facebook.com/people/โรงเรียนวัดนินสุขาราม-สำนักงานเขตบางบอน/100003542633698,174,8,15,13.6742525,100.4046492
